Parameters:	Population: 100	Number of Generations: 1000	Mutation Rate 4%
Generation,Fitness
252,1.034e-05
253,1.19779e-05
254,1.19779e-05
255,1.05126e-05
256,1.0715e-05
257,1.10028e-05
258,1.16265e-05
259,1.16265e-05
260,1.16265e-05
261,1.16265e-05
262,1.16265e-05
263,1.16265e-05
264,1.20155e-05
265,1.20155e-05
266,1.20155e-05
267,1.20155e-05
268,1.20155e-05
269,1.06531e-05
270,1.08425e-05
271,1.06531e-05
272,1.09673e-05
273,1.09673e-05
274,1.13229e-05
275,1.04284e-05
276,1.12284e-05
277,1.12284e-05
278,1.34279e-05
279,1.34279e-05
280,1.34279e-05
281,1.29419e-05
282,1.29419e-05
283,1.31915e-05
284,1.31915e-05
285,1.31915e-05
286,1.31915e-05
287,1.31915e-05
288,1.22459e-05
289,1.04156e-05
290,1.03768e-05
291,1.04362e-05
292,1.04362e-05
293,1.09185e-05
294,1.09185e-05
295,1.09987e-05
296,1.09987e-05
297,1.09987e-05
298,1.00616e-05
299,1.0592e-05
300,1.0973e-05
301,1.05554e-05
302,1.18546e-05
303,1.18546e-05
304,1.18546e-05
305,1.05617e-05
306,1.13147e-05
307,1.13147e-05
308,1.0517e-05
309,1.09038e-05
310,1.09038e-05
311,9.94781e-06
312,9.94781e-06
313,1.0035e-05
314,1.07805e-05
315,1.07805e-05
316,1.07805e-05
317,1.07805e-05
318,1.02141e-05
319,9.89728e-06
320,9.89728e-06
321,9.89728e-06
322,9.89728e-06
323,1.12529e-05
324,1.01911e-05
325,1.02645e-05
326,1.01422e-05
327,1.05142e-05
328,1.08484e-05
329,1.08484e-05
330,1.01541e-05
331,9.90842e-06
332,9.76573e-06
333,1.16382e-05
334,1.16382e-05
335,1.16382e-05
336,1.25488e-05
337,1.11827e-05
338,1.1185e-05
339,1.1185e-05
340,1.11827e-05
341,1.25167e-05
342,1.11827e-05
343,1.11827e-05
344,1.11827e-05
345,1.09071e-05
346,1.0624e-05
347,1.18914e-05
348,1.18914e-05
349,1.18914e-05
350,1.06528e-05
351,1.04235e-05
352,1.04235e-05
353,1.0091e-05
354,1.13421e-05
355,1.13421e-05
356,1.13421e-05
357,1.0514e-05
358,1.02873e-05
359,1.02873e-05
360,1.07591e-05
361,1.04514e-05
362,1.1883e-05
363,1.10006e-05
364,1.12306e-05
365,1.17857e-05
366,1.17857e-05
367,1.17857e-05
368,1.17857e-05
369,1.17857e-05
370,1.16798e-05
371,1.16798e-05
372,1.16798e-05
373,1.16798e-05
374,1.17952e-05
375,1.13579e-05
376,1.09653e-05
377,1.09653e-05
378,1.11359e-05
379,1.11359e-05
380,1.13169e-05
381,1.13169e-05
382,1.11359e-05
383,1.11359e-05
384,1.09448e-05
385,1.09448e-05
386,1.06301e-05
387,1.06301e-05
388,1.00065e-05
389,9.77297e-06
390,9.83639e-06
391,9.85717e-06
392,9.85717e-06
393,1.11008e-05
394,1.12088e-05
395,1.2472e-05
396,1.2472e-05
397,1.19027e-05
398,1.16628e-05
399,1.1355e-05
400,1.10948e-05
401,1.10948e-05
402,1.04466e-05
403,1.03215e-05
404,1.03971e-05
405,1.05803e-05
406,1.05803e-05
407,1.00166e-05
408,1.00166e-05
409,1.00166e-05
410,9.94807e-06
411,9.82127e-06
412,9.56233e-06
413,9.66881e-06
414,9.17162e-06
415,9.46195e-06
416,9.28642e-06
417,1.01743e-05
418,1.01743e-05
419,1.01743e-05
420,9.34169e-06
421,9.28924e-06
422,9.28603e-06
423,9.28603e-06
424,9.28603e-06
425,9.28603e-06
426,9.39207e-06
427,9.44853e-06
428,9.7258e-06
429,1.03121e-05
430,1.03121e-05
431,9.93928e-06
432,9.93928e-06
433,9.93928e-06
434,9.93928e-06
435,9.89071e-06
436,9.75149e-06
437,9.75149e-06
438,1.14599e-05
439,1.14599e-05
440,9.67937e-06
441,1.05192e-05
442,1.02428e-05
443,1.04663e-05
444,1.04928e-05
445,1.04663e-05
446,1.07829e-05
447,1.04663e-05
448,1.10108e-05
449,1.10108e-05
450,1.04119e-05
451,1.01986e-05
452,1.02144e-05
453,1.02144e-05
454,1.01148e-05
455,1.00464e-05
456,1.00464e-05
457,1.04841e-05
458,1.04046e-05
459,1.04399e-05
460,1.11036e-05
461,1.11197e-05
462,1.11197e-05
463,1.04399e-05
464,1.04399e-05
465,1.01171e-05
466,1.02518e-05
467,1.04151e-05
468,1.04151e-05
469,1.10221e-05
470,1.10221e-05
471,1.04593e-05
472,1.04151e-05
473,1.04151e-05
474,1.04156e-05
475,1.04156e-05
476,1.06234e-05
477,1.06234e-05
478,1.06234e-05
479,1.06234e-05
480,1.06234e-05
481,9.6392e-06
482,1.0724e-05
483,1.05142e-05
484,1.05142e-05
485,1.04537e-05
486,1.04537e-05
487,1.20045e-05
488,9.89073e-06
489,1.01169e-05
490,1.02935e-05
491,1.10521e-05
492,1.08685e-05
493,1.08685e-05
494,1.05184e-05
495,1.05184e-05
496,1.08542e-05
497,1.08542e-05
498,1.12607e-05
499,1.07665e-05
500,1.09128e-05
501,1.07665e-05
502,1.00963e-05
503,1.00611e-05
504,1.07631e-05
505,1.07631e-05
506,1.07631e-05
507,1.13918e-05
508,1.13918e-05
509,1.09847e-05
510,1.09847e-05
511,1.01506e-05
512,1.06274e-05
513,1.08113e-05
514,1.01732e-05
515,9.86533e-06
516,9.88529e-06
517,9.97744e-06
518,9.59179e-06
519,9.87866e-06
520,9.87866e-06
521,9.56669e-06
522,9.6468e-06
523,9.93706e-06
524,9.93706e-06
525,9.93706e-06
526,9.93706e-06
527,9.98773e-06
528,9.93706e-06
529,9.8292e-06
530,9.97595e-06
531,1.03096e-05
532,1.05656e-05
533,1.11979e-05
534,1.06049e-05
535,1.16975e-05
536,1.16975e-05
537,1.16975e-05
538,1.16975e-05
539,1.16975e-05
540,1.10047e-05
541,1.10047e-05
542,1.10047e-05
543,1.11594e-05
544,1.10047e-05
545,1.11783e-05
546,1.10047e-05
547,1.10047e-05
548,1.05291e-05
549,1.08759e-05
550,1.05291e-05
551,1.05291e-05
552,1.06919e-05
553,9.9835e-06
554,1.0602e-05
555,1.02055e-05
556,9.9835e-06
557,1.00563e-05
558,1.00563e-05
559,9.71404e-06
560,1.05579e-05
561,9.96052e-06
562,9.93298e-06
563,1.01125e-05
564,1.01125e-05
565,1.03972e-05
566,1.03972e-05
567,1.29522e-05
568,1.02858e-05
569,1.05405e-05
570,1.05405e-05
571,1.05405e-05
572,1.05405e-05
573,1.05405e-05
574,1.11418e-05
575,1.11418e-05
576,1.11418e-05
577,1.08563e-05
578,1.08353e-05
579,1.08353e-05
580,1.08353e-05
581,1.08353e-05
582,1.08353e-05
583,1.08353e-05
584,9.62352e-06
585,1.00705e-05
586,1.00705e-05
587,9.40201e-06
588,9.81079e-06
589,9.9171e-06
590,1.00743e-05
591,1.00743e-05
592,1.01358e-05
593,1.14736e-05
594,1.01288e-05
595,1.0124e-05
596,9.60891e-06
597,1.0124e-05
598,1.0124e-05
599,1.0124e-05
600,9.92112e-06
601,1.08988e-05
602,1.08988e-05
603,1.0699e-05
604,1.0699e-05
605,1.0699e-05
606,1.0699e-05
607,1.0699e-05
608,1.04161e-05
609,1.00192e-05
610,1.08132e-05
611,1.08132e-05
612,1.08132e-05
613,1.08132e-05
614,1.11805e-05
615,1.11805e-05
616,1.0292e-05
617,1.0182e-05
618,9.45943e-06
619,9.86937e-06
620,9.88998e-06
621,1.00861e-05
622,1.00861e-05
623,1.03142e-05
624,1.01996e-05
625,1.01996e-05
626,1.03347e-05
627,1.04847e-05
628,1.0792e-05
629,1.07325e-05
630,1.0853e-05
631,1.12902e-05
632,1.107e-05
633,1.05705e-05
634,1.05705e-05
635,1.05705e-05
636,1.00804e-05
637,1.01625e-05
638,1.01625e-05
639,1.07329e-05
640,1.05571e-05
641,1.06246e-05
642,1.09278e-05
643,1.09278e-05
644,1.0603e-05
645,1.08145e-05
646,1.08145e-05
647,1.08145e-05
648,9.87169e-06
649,1.0278e-05
650,1.27296e-05
651,1.19747e-05
652,1.19747e-05
653,1.19747e-05
654,1.19747e-05
655,1.04345e-05
656,1.04345e-05
657,1.10088e-05
658,1.06e-05
659,1.06e-05
660,9.63186e-06
661,9.53539e-06
662,9.36111e-06
663,9.58672e-06
664,1.00276e-05
665,1.00276e-05
666,1.04924e-05
667,9.96967e-06
668,9.97663e-06
669,1.06806e-05
670,1.15324e-05
671,1.03383e-05
672,1.03048e-05
673,1.03048e-05
674,1.08339e-05
675,9.97302e-06
676,1.00786e-05
677,1.00786e-05
678,1.01085e-05
679,1.03636e-05
680,1.0523e-05
681,1.0523e-05
682,1.04437e-05
683,1.04762e-05
684,1.04762e-05
685,1.0727e-05
686,1.04437e-05
687,1.14285e-05
688,1.04751e-05
689,1.05518e-05
690,1.13568e-05
691,1.09215e-05
692,1.08195e-05
693,1.06139e-05
694,1.06139e-05
695,1.01583e-05
696,1.06731e-05
697,1.06139e-05
698,1.04711e-05
699,1.04711e-05
700,1.04711e-05
701,1.02886e-05
702,1.04512e-05
703,1.05154e-05
704,1.08092e-05
705,1.08092e-05
706,1.03658e-05
707,1.13899e-05
708,1.13899e-05
709,1.08091e-05
710,1.08091e-05
711,1.08091e-05
712,1.08091e-05
713,1.09277e-05
714,1.10719e-05
715,1.09277e-05
716,1.17632e-05
717,1.05753e-05
718,1.04512e-05
719,1.01363e-05
720,1.09358e-05
721,1.09358e-05
722,1.09358e-05
723,1.09358e-05
724,1.13579e-05
725,1.14746e-05
726,1.08927e-05
727,1.0716e-05
728,1.05299e-05
729,1.14527e-05
730,1.23205e-05
731,1.23205e-05
732,1.23205e-05
733,1.21784e-05
734,1.21784e-05
735,1.21784e-05
736,1.21784e-05
737,1.17923e-05
738,1.09962e-05
739,1.09962e-05
740,1.11919e-05
741,1.11919e-05
742,1.11919e-05
743,1.11919e-05
744,1.11642e-05
745,1.11743e-05
746,1.11642e-05
747,1.11642e-05
748,1.10206e-05
749,1.13851e-05
750,1.13851e-05
751,1.13851e-05
752,1.13851e-05
753,1.13851e-05
754,1.13851e-05
755,1.05658e-05
756,1.05658e-05
757,1.05658e-05
758,1.07848e-05
759,1.09606e-05
760,1.09606e-05
761,1.10688e-05
762,1.1053e-05
763,1.01394e-05
764,1.05869e-05
765,1.02898e-05
766,1.06093e-05
767,1.06093e-05
768,1.06093e-05
769,1.06093e-05
770,1.06093e-05
771,1.06093e-05
772,1.03381e-05
773,1.03381e-05
774,1.04554e-05
775,1.02186e-05
776,1.01852e-05
777,1.01852e-05
778,1.13807e-05
779,1.04064e-05
780,9.79666e-06
781,1.01294e-05
782,1.01294e-05
783,9.99733e-06
784,1.00649e-05
785,1.11345e-05
786,1.11345e-05
787,1.11345e-05
788,1.11345e-05
789,1.20747e-05
790,1.23384e-05
791,1.05637e-05
792,1.05637e-05
793,1.089e-05
794,1.089e-05
795,1.07566e-05
796,1.07566e-05
797,1.42079e-05
798,1.27272e-05
799,1.16349e-05
800,1.16172e-05
801,1.11445e-05
802,1.11445e-05
803,1.14423e-05
804,1.14423e-05
805,1.06211e-05
806,1.06211e-05
807,1.01526e-05
808,1.00382e-05
809,1.00382e-05
810,9.81991e-06
811,1.07432e-05
812,1.06753e-05
813,9.97234e-06
814,1.08723e-05
815,9.9922e-06
816,1.01803e-05
817,1.18109e-05
818,1.04927e-05
819,1.03506e-05
820,1.02313e-05
821,1.19345e-05
822,1.16599e-05
823,1.04926e-05
824,1.10496e-05
825,1.10496e-05
826,1.0229e-05
827,1.0229e-05
828,1.01918e-05
829,1.01918e-05
830,1.04096e-05
831,1.04096e-05
832,1.01454e-05
833,9.90896e-06
834,9.97245e-06
835,1.00838e-05
836,9.74588e-06
837,9.67706e-06
838,9.74298e-06
839,1.03395e-05
840,1.06194e-05
841,1.06194e-05
842,1.06194e-05
843,1.06365e-05
844,1.08807e-05
845,1.06365e-05
846,1.06365e-05
847,1.20997e-05
848,1.20997e-05
849,1.34226e-05
850,1.34226e-05
851,1.13922e-05
852,1.12219e-05
853,1.12219e-05
854,1.12219e-05
855,1.17484e-05
856,1.12209e-05
857,1.12209e-05
858,1.12209e-05
859,1.21293e-05
860,1.21293e-05
861,1.21293e-05
862,1.21756e-05
863,1.21756e-05
864,1.21756e-05
865,1.21756e-05
866,1.21756e-05
867,1.21756e-05
868,1.11527e-05
869,1.11527e-05
870,1.04693e-05
871,1.0617e-05
872,1.0617e-05
873,1.04523e-05
874,9.96874e-06
875,9.87389e-06
876,9.87389e-06
877,9.87389e-06
878,1.02739e-05
879,1.1141e-05
880,1.1141e-05
881,1.1141e-05
882,1.1141e-05
883,1.17385e-05
884,1.17385e-05
885,1.10925e-05
886,1.04414e-05
887,1.00116e-05
888,1.00116e-05
889,9.35231e-06
890,1.02111e-05
891,1.02889e-05
892,1.02889e-05
893,1.02889e-05
894,1.02597e-05
895,9.65435e-06
896,9.65435e-06
897,9.64338e-06
898,9.49709e-06
899,1.03639e-05
900,1.09541e-05
901,1.02053e-05
902,1.15829e-05
903,9.28243e-06
904,9.55214e-06
905,9.55214e-06
906,9.73068e-06
907,1.02809e-05
908,9.92948e-06
909,1.11116e-05
910,1.11116e-05
911,9.9322e-06
912,1.08414e-05
913,1.08414e-05
914,1.08414e-05
915,1.08414e-05
916,1.08414e-05
917,1.08414e-05
918,1.08414e-05
919,1.06065e-05
920,1.03294e-05
921,1.04893e-05
922,1.04893e-05
923,1.01322e-05
924,9.87577e-06
925,9.87577e-06
926,9.57969e-06
927,9.93642e-06
928,9.89889e-06
929,9.89889e-06
930,9.89889e-06
931,1.03302e-05
932,1.04329e-05
933,1.09096e-05
934,1.18393e-05
935,1.01594e-05
936,9.9911e-06
937,9.59948e-06
938,9.88276e-06
939,1.00356e-05
940,9.40691e-06
941,9.53529e-06
942,9.53529e-06
943,9.73679e-06
944,1.00603e-05
945,9.83004e-06
946,1.07979e-05
947,1.07979e-05
948,1.07979e-05
949,1.07979e-05
950,1.07979e-05
951,1.07979e-05
952,1.07979e-05
953,1.14975e-05
954,1.07979e-05
955,1.07341e-05
956,1.07341e-05
957,1.15163e-05
958,1.03942e-05
959,1.04301e-05
960,1.08078e-05
961,1.22572e-05
962,1.0696e-05
963,1.09226e-05
964,1.10049e-05
965,1.10049e-05
966,1.10049e-05
967,1.13336e-05
968,1.10049e-05
969,1.10049e-05
970,1.05149e-05
971,1.06431e-05
972,1.06431e-05
973,1.05358e-05
974,1.27215e-05
975,1.27215e-05
976,1.27215e-05
977,1.08971e-05
978,1.05841e-05
979,1.04869e-05
980,1.11291e-05
981,1.11291e-05
982,1.04732e-05
983,1.07665e-05
984,1.04609e-05
985,1.04609e-05
986,1.03677e-05
987,1.01118e-05
988,1.06226e-05
989,1.07165e-05
990,1.07165e-05
991,1.04004e-05
992,1.04004e-05
993,1.09382e-05
994,1.1203e-05
995,1.1203e-05
996,1.1203e-05
997,1.08155e-05
998,1.08155e-05
999,1.08155e-05
1000,1.04277e-05
Best Fitness = 1.04335e-05
